10100	7	0	0	0	0	0
6.13384e-05	8.39405e-05	0.000239932	8.27733e-05	0.000239932	0.00857819	0.00715051	
6.04855e-05	8.51242e-05	0.000236596	8.39405e-05	0.000236596	0.0084589	0.00715051	
5.96444e-05	8.63246e-05	0.000233306	8.51242e-05	0.000233306	0.00834128	0.00715051	
5.8815e-05	8.75419e-05	0.000230062	8.63246e-05	0.000230062	0.00822529	0.00715051	
5.79972e-05	8.87764e-05	0.000226863	8.75419e-05	0.000226863	0.00811091	0.00715051	
5.71907e-05	9.00282e-05	0.000223708	8.87764e-05	0.000223708	0.00799813	0.00715051	
5.63954e-05	9.12978e-05	0.000220597	9.00282e-05	0.000220597	0.00788691	0.00715051	
5.56112e-05	9.25852e-05	0.00021753	9.12978e-05	0.00021753	0.00777724	0.00715051	
5.4838e-05	9.38908e-05	0.000214505	9.25852e-05	0.000214505	0.0076691	0.00715051	
5.40754e-05	9.52148e-05	0.000211522	9.38908e-05	0.000211522	0.00756245	0.00715051	
5.33235e-05	9.65575e-05	0.000208581	9.52148e-05	0.000208581	0.00745729	0.00715051	
5.2582e-05	9.79191e-05	0.00020568	9.65575e-05	0.00020568	0.0073536	0.00715051	
5.18508e-05	9.92999e-05	0.00020282	9.79191e-05	0.00020282	0.00725134	0.00715051	
5.11298e-05	0.0001007	0.0002	9.92999e-05	0.0002	0.00715051	0.00715051	
5.04188e-05	0.00010212	0.000197219	0.0001007	0.000197219	0.00705108	0.00715051	
4.97177e-05	0.00010284	0.000194477	0.00010212	0.000194477	0.00695303	0.00715051	
4.97177e-05	0.00020568	0.000194477	0.00010284	0.000194477	0.00695303	0.00715051	
5.04188e-05	0.00010356	0.000191772	0.000208581	0.000191772	0.00695303	0.00725134	
5.11298e-05	0.00010212	0.000194477	0.00010356	0.000194477	0.00705108	0.00725134	
5.18508e-05	0.0001007	0.000197219	0.00010212	0.000197219	0.00715051	0.00725134	
5.2582e-05	9.92999e-05	0.0002	0.0001007	0.0002	0.00725134	0.00725134	
5.33235e-05	9.79191e-05	0.00020282	9.92999e-05	0.00020282	0.0073536	0.00725134	
5.40754e-05	9.65575e-05	0.00020568	9.79191e-05	0.00020568	0.00745729	0.00725134	
5.4838e-05	9.52148e-05	0.000208581	9.65575e-05	0.000208581	0.00756245	0.00725134	
5.56112e-05	9.38908e-05	0.000211522	9.52148e-05	0.000211522	0.0076691	0.00725134	
5.63954e-05	9.25852e-05	0.000214505	9.38908e-05	0.000214505	0.00777724	0.00725134	
5.71907e-05	9.12978e-05	0.00021753	9.25852e-05	0.00021753	0.00788691	0.00725134	
5.79972e-05	9.00282e-05	0.000220597	9.12978e-05	0.000220597	0.00799813	0.00725134	
5.8815e-05	8.87764e-05	0.000223708	9.00282e-05	0.000223708	0.00811091	0.00725134	
5.96444e-05	8.75419e-05	0.000226863	8.87764e-05	0.000226863	0.00822529	0.00725134	
6.04855e-05	8.63246e-05	0.000230062	8.75419e-05	0.000230062	0.00834128	0.00725134	
6.13384e-05	8.51242e-05	0.000233306	8.63246e-05	0.000233306	0.0084589	0.00725134	
6.22034e-05	8.39405e-05	0.000236596	8.51242e-05	0.000236596	0.00857819	0.00725134	
6.30805e-05	8.27733e-05	0.000239932	8.39405e-05	0.000239932	0.00869915	0.00725134	
6.39701e-05	8.16223e-05	0.000243316	8.27733e-05	0.000243316	0.00882182	0.00725134	
6.48721e-05	8.04873e-05	0.000246747	8.16223e-05	0.000246747	0.00894622	0.00725134	
6.57869e-05	7.93681e-05	0.000250226	8.04873e-05	0.000250226	0.00907238	0.00725134	
6.67146e-05	7.82645e-05	0.000253755	7.93681e-05	0.000253755	0.00920031	0.00725134	
6.76554e-05	7.71762e-05	0.000257333	7.82645e-05	0.000257333	0.00933005	0.00725134	
6.86094e-05	7.6103e-05	0.000260962	7.71762e-05	0.000260962	0.00946162	0.00725134	
6.95769e-05	7.50448e-05	0.000264642	7.6103e-05	0.000264642	0.00959504	0.00725134	
7.05581e-05	7.40012e-05	0.000268374	7.50448e-05	0.000268374	0.00973034	0.00725134	
7.1553e-05	7.29722e-05	0.000272158	7.40012e-05	0.000272158	0.00986756	0.00725134	
7.2562e-05	7.19575e-05	0.000275996	7.29722e-05	0.000275996	0.0100067	0.00725134	
7.35853e-05	7.09569e-05	0.000279888	7.19575e-05	0.000279888	0.0101478	0.00725134	
7.46229e-05	6.99702e-05	0.000283835	7.09569e-05	0.000283835	0.0102909	0.00725134	
7.56752e-05	6.89973e-05	0.000287837	6.99702e-05	0.000287837	0.010436	0.00725134	
7.67424e-05	6.80378e-05	0.000291896	6.89973e-05	0.000291896	0.0105832	0.00725134	
7.78245e-05	6.70917e-05	0.000296012	6.80378e-05	0.000296012	0.0107324	0.00725134	
7.8922e-05	6.61588e-05	0.000300186	6.70917e-05	0.000300186	0.0108838	0.00725134	
8.00349e-05	6.52388e-05	0.000304419	6.61588e-05	0.000304419	0.0110373	0.00725134	
8.11635e-05	6.43317e-05	0.000308712	6.52388e-05	0.000308712	0.0111929	0.00725134	
8.2308e-05	6.34371e-05	0.000313066	6.43317e-05	0.000313066	0.0113507	0.00725134	
8.34687e-05	6.2555e-05	0.00031748	6.34371e-05	0.00031748	0.0115108	0.00725134	
8.46457e-05	6.16851e-05	0.000321957	6.2555e-05	0.000321957	0.0116731	0.00725134	
8.58394e-05	6.08274e-05	0.000326497	6.16851e-05	0.000326497	0.0118377	0.00725134	
8.70498e-05	5.99816e-05	0.000331101	6.08274e-05	0.000331101	0.0120046	0.00725134	
8.82774e-05	5.91475e-05	0.00033577	5.99816e-05	0.00033577	0.0121739	0.00725134	
8.95222e-05	5.8325e-05	0.000340505	5.91475e-05	0.000340505	0.0123456	0.00725134	
9.07846e-05	5.7514e-05	0.000345307	5.8325e-05	0.000345307	0.0125197	0.00725134	
9.20648e-05	5.67142e-05	0.000350176	5.7514e-05	0.000350176	0.0126962	0.00725134	
9.3363e-05	5.59256e-05	0.000355114	5.67142e-05	0.000355114	0.0128753	0.00725134	
9.46796e-05	5.51479e-05	0.000360122	5.59256e-05	0.000360122	0.0130568	0.00725134	
9.60147e-05	5.43811e-05	0.0003652	5.51479e-05	0.0003652	0.013241	0.00725134	
9.73687e-05	5.36249e-05	0.00037035	5.43811e-05	0.00037035	0.0134277	0.00725134	
9.87417e-05	5.28792e-05	0.000375572	5.36249e-05	0.000375572	0.013617	0.00725134	
0.000100134	5.25116e-05	0.000380868	5.28792e-05	0.000380868	0.013809	0.00725134	
0.000100134	5.28792e-05	0.000380868	5.25116e-05	0.000380868	0.013809	0.00725134	
9.87417e-05	5.36249e-05	0.000375572	5.28792e-05	0.000375572	0.013617	0.00725134	
9.73687e-05	5.43811e-05	0.00037035	5.36249e-05	0.00037035	0.0134277	0.00725134	
9.60147e-05	5.51479e-05	0.0003652	5.43811e-05	0.0003652	0.013241	0.00725134	
9.46796e-05	5.59256e-05	0.000360122	5.51479e-05	0.000360122	0.0130568	0.00725134	
9.3363e-05	5.67142e-05	0.000355114	5.59256e-05	0.000355114	0.0128753	0.00725134	
9.20648e-05	5.7514e-05	0.000350176	5.67142e-05	0.000350176	0.0126962	0.00725134	
9.07846e-05	5.8325e-05	0.000345307	5.7514e-05	0.000345307	0.0125197	0.00725134	
8.95222e-05	5.91475e-05	0.000340505	5.8325e-05	0.000340505	0.0123456	0.00725134	
8.82774e-05	5.99816e-05	0.00033577	5.91475e-05	0.00033577	0.0121739	0.00725134	
8.70498e-05	6.08274e-05	0.000331101	5.99816e-05	0.000331101	0.0120046	0.00725134	
8.58394e-05	6.16851e-05	0.000326497	6.08274e-05	0.000326497	0.0118377	0.00725134	
8.46457e-05	6.2555e-05	0.000321957	6.16851e-05	0.000321957	0.0116731	0.00725134	
8.34687e-05	6.34371e-05	0.00031748	6.2555e-05	0.00031748	0.0115108	0.00725134	
8.2308e-05	6.43317e-05	0.000313066	6.34371e-05	0.000313066	0.0113507	0.00725134	
8.11635e-05	6.52388e-05	0.000308712	6.43317e-05	0.000308712	0.0111929	0.00725134	
8.00349e-05	6.61588e-05	0.000304419	6.52388e-05	0.000304419	0.0110373	0.00725134	
7.8922e-05	6.70917e-05	0.000300186	6.61588e-05	0.000300186	0.0108838	0.00725134	
7.78245e-05	6.80378e-05	0.000296012	6.70917e-05	0.000296012	0.0107324	0.00725134	
7.67424e-05	6.89973e-05	0.000291896	6.80378e-05	0.000291896	0.0105832	0.00725134	
7.56752e-05	6.99702e-05	0.000287837	6.89973e-05	0.000287837	0.010436	0.00725134	
7.46229e-05	7.09569e-05	0.000283835	6.99702e-05	0.000283835	0.0102909	0.00725134	
7.35853e-05	7.19575e-05	0.000279888	7.09569e-05	0.000279888	0.0101478	0.00725134	
7.2562e-05	7.29722e-05	0.000275996	7.19575e-05	0.000275996	0.0100067	0.00725134	
7.1553e-05	7.40012e-05	0.000272158	7.29722e-05	0.000272158	0.00986756	0.00725134	
7.05581e-05	7.50448e-05	0.000268374	7.40012e-05	0.000268374	0.00973034	0.00725134	
6.95769e-05	7.6103e-05	0.000264642	7.50448e-05	0.000264642	0.00959504	0.00725134	
6.86094e-05	7.71762e-05	0.000260962	7.6103e-05	0.000260962	0.00946162	0.00725134	
6.76554e-05	7.82645e-05	0.000257333	7.71762e-05	0.000257333	0.00933005	0.00725134	
6.67146e-05	7.93681e-05	0.000253755	7.82645e-05	0.000253755	0.00920031	0.00725134	
6.57869e-05	8.04873e-05	0.000250226	7.93681e-05	0.000250226	0.00907238	0.00725134	
6.48721e-05	8.16223e-05	0.000246747	8.04873e-05	0.000246747	0.00894622	0.00725134	
6.39701e-05	8.27733e-05	0.000243316	8.16223e-05	0.000243316	0.00882182	0.00725134	
6.30805e-05	8.39405e-05	0.000239932	8.27733e-05	0.000239932	0.00869915	0.00725134	
6.22034e-05	8.51242e-05	0.000236596	8.39405e-05	0.000236596	0.00857819	0.00725134	
6.13384e-05	8.63246e-05	0.000233306	8.51242e-05	0.000233306	0.0084589	0.00725134	
6.04855e-05	8.75419e-05	0.000230062	8.63246e-05	0.000230062	0.00834128	0.00725134	
5.96444e-05	8.87764e-05	0.000226863	8.75419e-05	0.000226863	0.00822529	0.00725134	
5.8815e-05	9.00282e-05	0.000223708	8.87764e-05	0.000223708	0.00811091	0.00725134	
5.79972e-05	9.12978e-05	0.000220597	9.00282e-05	0.000220597	0.00799813	0.00725134	
5.71907e-05	9.25852e-05	0.00021753	9.12978e-05	0.00021753	0.00788691	0.00725134	
5.63954e-05	9.38908e-05	0.000214505	9.25852e-05	0.000214505	0.00777724	0.00725134	
5.56112e-05	9.52148e-05	0.000211522	9.38908e-05	0.000211522	0.0076691	0.00725134	
5.4838e-05	9.65575e-05	0.000208581	9.52148e-05	0.000208581	0.00756245	0.00725134	
5.40754e-05	9.79191e-05	0.00020568	9.65575e-05	0.00020568	0.00745729	0.00725134	
5.33235e-05	9.92999e-05	0.00020282	9.79191e-05	0.00020282	0.0073536	0.00725134	
5.2582e-05	0.0001007	0.0002	9.92999e-05	0.0002	0.00725134	0.00725134	
5.18508e-05	0.00010212	0.000197219	0.0001007	0.000197219	0.00715051	0.00725134	
5.11298e-05	0.00010356	0.000194477	0.00010212	0.000194477	0.00705108	0.00725134	
5.04188e-05	0.00010429	0.000191772	0.00010356	0.000191772	0.00695303	0.00725134	
5.04188e-05	0.000208581	0.000191772	0.00010429	0.000191772	0.00695303	0.00725134	
5.11298e-05	0.000105021	0.000189106	0.000211522	0.000189106	0.00695303	0.0073536	
5.18508e-05	0.00010356	0.000191772	0.000105021	0.000191772	0.00705108	0.0073536	
5.2582e-05	0.00010212	0.000194477	0.00010356	0.000194477	0.00715051	0.0073536	
5.33235e-05	0.0001007	0.000197219	0.00010212	0.000197219	0.00725134	0.0073536	
5.40754e-05	9.92999e-05	0.0002	0.0001007	0.0002	0.0073536	0.0073536	
5.4838e-05	9.79191e-05	0.00020282	9.92999e-05	0.00020282	0.00745729	0.0073536	
5.56112e-05	9.65575e-05	0.00020568	9.79191e-05	0.00020568	0.00756245	0.0073536	
5.63954e-05	9.52148e-05	0.000208581	9.65575e-05	0.000208581	0.0076691	0.0073536	
5.71907e-05	9.38908e-05	0.000211522	9.52148e-05	0.000211522	0.00777724	0.0073536	
5.79972e-05	9.25852e-05	0.000214505	9.38908e-05	0.000214505	0.00788691	0.0073536	
5.8815e-05	9.12978e-05	0.00021753	9.25852e-05	0.00021753	0.00799813	0.0073536	
5.96444e-05	9.00282e-05	0.000220597	9.12978e-05	0.000220597	0.00811091	0.0073536	
6.04855e-05	8.87764e-05	0.000223708	9.00282e-05	0.000223708	0.00822529	0.0073536	
6.13384e-05	8.75419e-05	0.000226863	8.87764e-05	0.000226863	0.00834128	0.0073536	
6.22034e-05	8.63246e-05	0.000230062	8.75419e-05	0.000230062	0.0084589	0.0073536	
6.30805e-05	8.51242e-05	0.000233306	8.63246e-05	0.000233306	0.00857819	0.0073536	
6.39701e-05	8.39405e-05	0.000236596	8.51242e-05	0.000236596	0.00869915	0.0073536	
6.48721e-05	8.27733e-05	0.000239932	8.39405e-05	0.000239932	0.00882182	0.0073536	
6.57869e-05	8.16223e-05	0.000243316	8.27733e-05	0.000243316	0.00894622	0.0073536	
6.67146e-05	8.04873e-05	0.000246747	8.16223e-05	0.000246747	0.00907238	0.0073536	
6.76554e-05	7.93681e-05	0.000250226	8.04873e-05	0.000250226	0.00920031	0.0073536	
6.86094e-05	7.82645e-05	0.000253755	7.93681e-05	0.000253755	0.00933005	0.0073536	
6.95769e-05	7.71762e-05	0.000257333	7.82645e-05	0.000257333	0.00946162	0.0073536	
7.05581e-05	7.6103e-05	0.000260962	7.71762e-05	0.000260962	0.00959504	0.0073536	
7.1553e-05	7.50448e-05	0.000264642	7.6103e-05	0.000264642	0.00973034	0.0073536	
7.2562e-05	7.40012e-05	0.000268374	7.50448e-05	0.000268374	0.00986756	0.0073536	
7.35853e-05	7.29722e-05	0.000272158	7.40012e-05	0.000272158	0.0100067	0.0073536	
7.46229e-05	7.19575e-05	0.000275996	7.29722e-05	0.000275996	0.0101478	0.0073536	
7.56752e-05	7.09569e-05	0.000279888	7.19575e-05	0.000279888	0.0102909	0.0073536	
7.67424e-05	6.99702e-05	0.000283835	7.09569e-05	0.000283835	0.010436	0.0073536	
7.78245e-05	6.89973e-05	0.000287837	6.99702e-05	0.000287837	0.0105832	0.0073536	
7.8922e-05	6.80378e-05	0.000291896	6.89973e-05	0.000291896	0.0107324	0.0073536	
8.00349e-05	6.70917e-05	0.000296012	6.80378e-05	0.000296012	0.0108838	0.0073536	
8.11635e-05	6.61588e-05	0.000300186	6.70917e-05	0.000300186	0.0110373	0.0073536	
8.2308e-05	6.52388e-05	0.000304419	6.61588e-05	0.000304419	0.0111929	0.0073536	
8.34687e-05	6.43317e-05	0.000308712	6.52388e-05	0.000308712	0.0113507	0.0073536	
8.46457e-05	6.34371e-05	0.000313066	6.43317e-05	0.000313066	0.0115108	0.0073536	
8.58394e-05	6.2555e-05	0.00031748	6.34371e-05	0.00031748	0.0116731	0.0073536	
8.70498e-05	6.16851e-05	0.000321957	6.2555e-05	0.000321957	0.0118377	0.0073536	
8.82774e-05	6.08274e-05	0.000326497	6.16851e-05	0.000326497	0.0120046	0.0073536	
8.95222e-05	5.99816e-05	0.000331101	6.08274e-05	0.000331101	0.0121739	0.0073536	
9.07846e-05	5.91475e-05	0.00033577	5.99816e-05	0.00033577	0.0123456	0.0073536	
9.20648e-05	5.8325e-05	0.000340505	5.91475e-05	0.000340505	0.0125197	0.0073536	
9.3363e-05	5.7514e-05	0.000345307	5.8325e-05	0.000345307	0.0126962	0.0073536	
9.46796e-05	5.67142e-05	0.000350176	5.7514e-05	0.000350176	0.0128753	0.0073536	
9.60147e-05	5.59256e-05	0.000355114	5.67142e-05	0.000355114	0.0130568	0.0073536	
9.73687e-05	5.51479e-05	0.000360122	5.59256e-05	0.000360122	0.013241	0.0073536	
9.87417e-05	5.43811e-05	0.0003652	5.51479e-05	0.0003652	0.0134277	0.0073536	
0.000100134	5.36249e-05	0.00037035	5.43811e-05	0.00037035	0.013617	0.0073536	
0.000101546	5.32521e-05	0.000375572	5.36249e-05	0.000375572	0.013809	0.0073536	
0.000101546	5.36249e-05	0.000375572	5.32521e-05	0.000375572	0.013809	0.0073536	
0.000100134	5.43811e-05	0.00037035	5.36249e-05	0.00037035	0.013617	0.0073536	
9.87417e-05	5.51479e-05	0.0003652	5.43811e-05	0.0003652	0.0134277	0.0073536	
9.73687e-05	5.59256e-05	0.000360122	5.51479e-05	0.000360122	0.013241	0.0073536	
9.60147e-05	5.67142e-05	0.000355114	5.59256e-05	0.000355114	0.0130568	0.0073536	
9.46796e-05	5.7514e-05	0.000350176	5.67142e-05	0.000350176	0.0128753	0.0073536	
9.3363e-05	5.8325e-05	0.000345307	5.7514e-05	0.000345307	0.0126962	0.0073536	
9.20648e-05	5.91475e-05	0.000340505	5.8325e-05	0.000340505	0.0125197	0.0073536	
9.07846e-05	5.99816e-05	0.00033577	5.91475e-05	0.00033577	0.0123456	0.0073536	
8.95222e-05	6.08274e-05	0.000331101	5.99816e-05	0.000331101	0.0121739	0.0073536	
8.82774e-05	6.16851e-05	0.000326497	6.08274e-05	0.000326497	0.0120046	0.0073536	
8.70498e-05	6.2555e-05	0.000321957	6.16851e-05	0.000321957	0.0118377	0.0073536	
8.58394e-05	6.34371e-05	0.00031748	6.2555e-05	0.00031748	0.0116731	0.0073536	
8.46457e-05	6.43317e-05	0.000313066	6.34371e-05	0.000313066	0.0115108	0.0073536	
8.34687e-05	6.52388e-05	0.000308712	6.43317e-05	0.000308712	0.0113507	0.0073536	
8.2308e-05	6.61588e-05	0.000304419	6.52388e-05	0.000304419	0.0111929	0.0073536	
8.11635e-05	6.70917e-05	0.000300186	6.61588e-05	0.000300186	0.0110373	0.0073536	
8.00349e-05	6.80378e-05	0.000296012	6.70917e-05	0.000296012	0.0108838	0.0073536	
7.8922e-05	6.89973e-05	0.000291896	6.80378e-05	0.000291896	0.0107324	0.0073536	
7.78245e-05	6.99702e-05	0.000287837	6.89973e-05	0.000287837	0.0105832	0.0073536	
7.67424e-05	7.09569e-05	0.000283835	6.99702e-05	0.000283835	0.010436	0.0073536	
7.56752e-05	7.19575e-05	0.000279888	7.09569e-05	0.000279888	0.0102909	0.0073536	
7.46229e-05	7.29722e-05	0.000275996	7.19575e-05	0.000275996	0.0101478	0.0073536	
7.35853e-05	7.40012e-05	0.000272158	7.29722e-05	0.000272158	0.0100067	0.0073536	
7.2562e-05	7.50448e-05	0.000268374	7.40012e-05	0.000268374	0.00986756	0.0073536	
7.1553e-05	7.6103e-05	0.000264642	7.50448e-05	0.000264642	0.00973034	0.0073536	
7.05581e-05	7.71762e-05	0.000260962	7.6103e-05	0.000260962	0.00959504	0.0073536	
6.95769e-05	7.82645e-05	0.000257333	7.71762e-05	0.000257333	0.00946162	0.0073536	
6.86094e-05	7.93681e-05	0.000253755	7.82645e-05	0.000253755	0.00933005	0.0073536	
6.76554e-05	8.04873e-05	0.000250226	7.93681e-05	0.000250226	0.00920031	0.0073536	
6.67146e-05	8.16223e-05	0.000246747	8.04873e-05	0.000246747	0.00907238	0.0073536	
6.57869e-05	8.27733e-05	0.000243316	8.16223e-05	0.000243316	0.00894622	0.0073536	
6.48721e-05	8.39405e-05	0.000239932	8.27733e-05	0.000239932	0.00882182	0.0073536	
6.39701e-05	8.51242e-05	0.000236596	8.39405e-05	0.000236596	0.00869915	0.0073536	
6.30805e-05	8.63246e-05	0.000233306	8.51242e-05	0.000233306	0.00857819	0.0073536	
6.22034e-05	8.75419e-05	0.000230062	8.63246e-05	0.000230062	0.0084589	0.0073536	
6.13384e-05	8.87764e-05	0.000226863	8.75419e-05	0.000226863	0.00834128	0.0073536	
6.04855e-05	9.00282e-05	0.000223708	8.87764e-05	0.000223708	0.00822529	0.0073536	
5.96444e-05	9.12978e-05	0.000220597	9.00282e-05	0.000220597	0.00811091	0.0073536	
5.8815e-05	9.25852e-05	0.00021753	9.12978e-05	0.00021753	0.00799813	0.0073536	
5.79972e-05	9.38908e-05	0.000214505	9.25852e-05	0.000214505	0.00788691	0.0073536	
5.71907e-05	9.52148e-05	0.000211522	9.38908e-05	0.000211522	0.00777724	0.0073536	
5.63954e-05	9.65575e-05	0.000208581	9.52148e-05	0.000208581	0.0076691	0.0073536	
5.56112e-05	9.79191e-05	0.00020568	9.65575e-05	0.00020568	0.00756245	0.0073536	
5.4838e-05	9.92999e-05	0.00020282	9.79191e-05	0.00020282	0.00745729	0.0073536	
5.40754e-05	0.0001007	0.0002	9.92999e-05	0.0002	0.0073536	0.0073536	
5.33235e-05	0.00010212	0.000197219	0.0001007	0.000197219	0.00725134	0.0073536	
5.2582e-05	0.00010356	0.000194477	0.00010212	0.000194477	0.00715051	0.0073536	
5.18508e-05	0.000105021	0.000191772	0.00010356	0.000191772	0.00705108	0.0073536	
5.11298e-05	0.000105761	0.000189106	0.000105021	0.000189106	0.00695303	0.0073536	
5.11298e-05	0.000211522	0.000189106	0.000105761	0.000189106	0.00695303	0.0073536	
5.18508e-05	0.000106501	0.000186476	0.000214505	0.000186476	0.00695303	0.00745729	
5.2582e-05	0.000105021	0.000189106	0.000106501	0.000189106	0.00705108	0.00745729	
5.33235e-05	0.00010356	0.000191772	0.000105021	0.000191772	0.00715051	0.00745729	
5.40754e-05	0.00010212	0.000194477	0.00010356	0.000194477	0.00725134	0.00745729	
5.4838e-05	0.0001007	0.000197219	0.00010212	0.000197219	0.0073536	0.00745729	
5.56112e-05	9.92999e-05	0.0002	0.0001007	0.0002	0.00745729	0.00745729	
5.63954e-05	9.79191e-05	0.00020282	9.92999e-05	0.00020282	0.00756245	0.00745729	
5.71907e-05	9.65575e-05	0.00020568	9.79191e-05	0.00020568	0.0076691	0.00745729	
5.79972e-05	9.52148e-05	0.000208581	9.65575e-05	0.000208581	0.00777724	0.00745729	
5.8815e-05	9.38908e-05	0.000211522	9.52148e-05	0.000211522	0.00788691	0.00745729	
5.96444e-05	9.25852e-05	0.000214505	9.38908e-05	0.000214505	0.00799813	0.00745729	
6.04855e-05	9.12978e-05	0.00021753	9.25852e-05	0.00021753	0.00811091	0.00745729	
6.13384e-05	9.00282e-05	0.000220597	9.12978e-05	0.000220597	0.00822529	0.00745729	
6.22034e-05	8.87764e-05	0.000223708	9.00282e-05	0.000223708	0.00834128	0.00745729	
6.30805e-05	8.75419e-05	0.000226863	8.87764e-05	0.000226863	0.0084589	0.00745729	
6.39701e-05	8.63246e-05	0.000230062	8.75419e-05	0.000230062	0.00857819	0.00745729	
6.48721e-05	8.51242e-05	0.000233306	8.63246e-05	0.000233306	0.00869915	0.00745729	
6.57869e-05	8.39405e-05	0.000236596	8.51242e-05	0.000236596	0.00882182	0.00745729	
6.67146e-05	8.27733e-05	0.000239932	8.39405e-05	0.000239932	0.00894622	0.00745729	
6.76554e-05	8.16223e-05	0.000243316	8.27733e-05	0.000243316	0.00907238	0.00745729	
6.86094e-05	8.04873e-05	0.000246747	8.16223e-05	0.000246747	0.00920031	0.00745729	
6.95769e-05	7.93681e-05	0.000250226	8.04873e-05	0.000250226	0.00933005	0.00745729	
7.05581e-05	7.82645e-05	0.000253755	7.93681e-05	0.000253755	0.00946162	0.00745729	
7.1553e-05	7.71762e-05	0.000257333	7.82645e-05	0.000257333	0.00959504	0.00745729	
7.2562e-05	7.6103e-05	0.000260962	7.71762e-05	0.000260962	0.00973034	0.00745729	
7.35853e-05	7.50448e-05	0.000264642	7.6103e-05	0.000264642	0.00986756	0.00745729	
7.46229e-05	7.40012e-05	0.000268374	7.50448e-05	0.000268374	0.0100067	0.00745729	
7.56752e-05	7.29722e-05	0.000272158	7.40012e-05	0.000272158	0.0101478	0.00745729	
7.67424e-05	7.19575e-05	0.000275996	7.29722e-05	0.000275996	0.0102909	0.00745729	
7.78245e-05	7.09569e-05	0.000279888	7.19575e-05	0.000279888	0.010436	0.00745729	
7.8922e-05	6.99702e-05	0.000283835	7.09569e-05	0.000283835	0.0105832	0.00745729	
8.00349e-05	6.89973e-05	0.000287837	6.99702e-05	0.000287837	0.0107324	0.00745729	
8.11635e-05	6.80378e-05	0.000291896	6.89973e-05	0.000291896	0.0108838	0.00745729	
8.2308e-05	6.70917e-05	0.000296012	6.80378e-05	0.000296012	0.0110373	0.00745729	
8.34687e-05	6.61588e-05	0.000300186	6.70917e-05	0.000300186	0.0111929	0.00745729	
8.46457e-05	6.52388e-05	0.000304419	6.61588e-05	0.000304419	0.0113507	0.00745729	
8.58394e-05	6.43317e-05	0.000308712	6.52388e-05	0.000308712	0.0115108	0.00745729	
8.70498e-05	6.34371e-05	0.000313066	6.43317e-05	0.000313066	0.0116731	0.00745729	
8.82774e-05	6.2555e-05	0.00031748	6.34371e-05	0.00031748	0.0118377	0.00745729	
8.95222e-05	6.16851e-05	0.000321957	6.2555e-05	0.000321957	0.0120046	0.00745729	
9.07846e-05	6.08274e-05	0.000326497	6.16851e-05	0.000326497	0.0121739	0.00745729	
9.20648e-05	5.99816e-05	0.000331101	6.08274e-05	0.000331101	0.0123456	0.00745729	
9.3363e-05	5.91475e-05	0.00033577	5.99816e-05	0.00033577	0.0125197	0.00745729	
9.46796e-05	5.8325e-05	0.000340505	5.91475e-05	0.000340505	0.0126962	0.00745729	
9.60147e-05	5.7514e-05	0.000345307	5.8325e-05	0.000345307	0.0128753	0.00745729	
9.73687e-05	5.67142e-05	0.000350176	5.7514e-05	0.000350176	0.0130568	0.00745729	
9.87417e-05	5.59256e-05	0.000355114	5.67142e-05	0.000355114	0.013241	0.00745729	
0.000100134	5.51479e-05	0.000360122	5.59256e-05	0.000360122	0.0134277	0.00745729	
0.000101546	5.43811e-05	0.0003652	5.51479e-05	0.0003652	0.013617	0.00745729	
0.000102978	5.4003e-05	0.00037035	5.43811e-05	0.00037035	0.013809	0.00745729	
